issn_impreso,issn_linea,nombre_revista,anio_vigencia,categoria
0121-5132,,Revista De La Escuela Colombiana De Ingeniería,2010,C
0123-3033,,Ingeniería Y Competitividad,2011,A2
0121-7593,,Revista Educación Y Pedagogía,2006,C
0121-4772,,Revista Cuadernos De Economía,2011,A2
1657-9267,,Universitas Psychologica,2012,A1
1657-6772,,Revista De Investigación,2004,C
0120-8845,,Revista Colombiana De Ortopedia Y Traumatología,2012,C
0124-177X,,Gestión Y Ambiente,2005,C
0120-2448,,Acta Médica Colombiana,2009,B
0120-2596,,Lecturas De Economía,2007,B
0120-159X,,Revista Colombiana De Sociología,2013,C
0121-0793,,Iatreia,2011,A2
0041-9095,,Universitas Médica,2009,B
0124-0064,,Revista De Salud Pública,2012,A1
0124-177X,,Gestión Y Ambiente,2011,C
0123-885X,,Revista De Estudios Sociales,2011,A1
0120-0135,,Revista De Ciencias Agricolas,2015,B
0120-5633,,Revista Colombiana De Cardiología,2012,A2
0120-131X,,Cuestiones Teológicas Y Filosóficas,2012,B
0366-5232,,Caldasia,2013,A1
0121-3628,,Estudios De Filosofía,2010,A2
0121-5701,,Avances En Recursos Hidráulicos,2009,C
0122-4328,,Nodos Y Nudos,2010,B
1692-7257,,Revista Colombiana De Tecnologías De Avanzada,2010,C
0120-8748,,Acta Neurológica Colombiana,2013,A2
0123-1286,,Fitotecnia Colombiana,2004,C
0120-0283,,Boletín De Geología,2009,B
0123-4870,,Folios,2006,B
1692-3960,,Revista@E-Mercatoria,2012,C
0120-3916,,Revista Colombiana De Educación,2005,C
0121-8417,,Revista Historia Y Sociedad,2008,C
1692-5238,,S&T : Sistemas Y Telemática,2007,C
0124-8146,,Investigaciones Andina,2009,B
1692-6900,,Pre-Til,2009,C
0123-3068,,Boletín Científico Del Museo De Historia Natural,2005,C
0123-3068,,Boletín Científico Del Museo De Historia Natural,2014,A2
0123-3068,,Boletín Científico Del Museo De Historia Natural,2013,A2
0121-5256,,Revista Med,2008,A2
0120-8160,,Revista Escuela De Administración De Negocios,2010,B
0123-7047,,Medunab,2010,C
0034-7426,,Revista Colombiana De Matemáticas,2007,B
1900-9909,,Nexus,2009,C
1900-9909,,Nexus,2013,B
1794-4449,,Revista Lasallista De Investigación,2007,C
1900-0642,,Criterio Libre,2012,B
1692-715X,,"Revista Latinoamericana De Ciencias Sociales, Niñez Y Juventud",2008,B
1909-941X,,Clio América,2013,C
2011-639X,,Revista De Investigación,2011,C
0122-7238,,Revista Historia De La Educación Latinoamericana,2014,A2
0121-182X,,Prolegomenos : Derechos Y Valores,2008,C
2027-3355,,Comunicaciones En Estadística,2015,B
1794-192X,,Revista Guillermo De Ockman,2009,C
1900-9771,,Revista Gestión Y Región,2014,C
1794-2470,,Nova: Publicación Científica En Ciencias Médicas,2007,C
0124-8170,,Ciencia E Ingeniería Neogranadina,2014,B
1900-5407,,Antípoda : Revista De Antropología Y Arqueología,2008,C
0122-8803,,Historia Caribe,2008,C
2011-5415,,Veterinaria Y Zootecnia,2012,B
1900-6896,,Revista Colombiana De Bioética,2015,B
1909-0455,,Producción + Limpia,2012,A2
0123-1154,,Revista Ibero- Latinoamericana De Seguros,2009,C
1909-4841,,Tumbaga,2011,C
0122-6339,,Enunciación,2014,C
1900-5407,,Antípoda : Revista De Antropología Y Arqueología,2011,A2
1692-5858,,Encuentros,2011,B
1794-3159,,Poliantea,2009,C
0120-7180,,Cooperativismo & Desarrollo,2012,C
0121-3628,,Estudios De Filosofía,2014,A2
1909-9762,,Revista Ingeniería Biomédica,2010,B
1909-1621,,Revista Colombiana De Enfermeria,2013,C
1657-2815,,Libre Empresa,2010,C
,,Affectio Societatis,2015,C
1692-7311,,Equidad & Desarrollo,2012,C
1909-3888,,Nodo,2014,B
1794-600X,,Mision Juridica,2013,C
1900-9895,,Latinoamericana De Estudios Educativos,2014,B
2145-6445,,Revista Latinoamericana De Estudios De Familia,2012,C
1657-8961,,Pensamiento Psicológico,2010,B
1900-5016,,Cuadernos Latinoamericanos De Administración,2013,C
0121-7488,,Ciencia En Desarrollo,2011,B
2145-6097,,Revista De Investigacion Agraria Ambiental,2012,C
1794-161X,,Revista Intropica,2014,C
2011-4990,,Ud Y La Geomatica,2011,C
2145-9371,,Ingenieria Y Desarrollo,2014,A2
1657-1959,,La Propiedad Inmaterial,2014,B
1657-9089,,Infancias Imágenes,2014,C
2011-9836,,In Vestigium Ire,2011,C
0122-9729,,Tendencias & Retos,2012,C
0120-0534,,Revista Latinoamericana De Psicología,2012,A1
1900-8260,,Revista De Educación En Ingeniería,2012,B
2248-7441,,Revista Antioqueña De Las Ciencias Computacionales Y La Ingeniería De Software (Raccis),2013,C
2011-0472,,Quaestiones Disputatae,2014,C
0121-067X,,Revista De Investigaciones,2013,C
2256-3342,,Journal Of Agriculture And Animal Sciences,2015,C
0121-7488,,Ciencia En Desarrollo,2015,A2
0121-0319,,Médicas Uis,2014,B
0124-6542,,Modulo Arquitectura- Cuc,2013,C
0123-4366,,Revista De Derecho Privado,2017,C
2216-0973,,Revista Cuidarte,2017,C
0121-4381,,Suma Psicológica,2014,A2
0124-7441,,Justicia,2014,B
1692-2530,,Opinión Jurídica,2015,A2
1909-7786,,"Revista De Derecho, Comunicaciones Y Nuevas Tecnologias",2015,B
0121-6538,,Ánfora,2019,C
0121-3709,,Orinoquia,2018,C
0120-386X,,Revista Facultad Nacional De Salud Publica,2018,C
0120-5307,,Investigación Y Educación En Enfermería,2018,B
0120-2596,,Lecturas De Economía,2022,C
0034-7450,,Revista Colombiana De Psiquiatría,2016,A1
2011-639X,,Revista De Investigación,2016,C
0124-5821,,Revista Virtual Universidad Católica Del Norte,2015,B
0120-0135,,Revista De Ciencias Agricolas,2016,B
0120-3649,,Theologica Xaveriana,2014,A2
2145-549X,,Revista Logos Ciencia 6& Tecnologia,2014,B
1657-480X,,Boletín Del Observatorio Colombiano De Energía,2009,C
1657-4583,,Uis Ingenierías,2020,B
1657-3986,,Desde El Jardín De Freud,2008,C
0121-5132,,Revista De La Escuela Colombiana De Ingeniería,2008,C
1692-5238,,S&T : Sistemas Y Telemática,2016,C
0122-1108,,Pensamiento Jurídico,2015,C
0120-3053,2256-5779,Apuntes Del Cenes,2021,B
0123-5583,,Actualizaciones En Enfermería,2015,C
0121-4381,,Suma Psicológica,2019,B
0124-5376,,Biota Colombiana,2016,A2
2011-8643,,Magistro,2016,C
1900-4699,,Revista Facultad De Ciencias Básicas,2019,C
2011-5253,,Ciudad Paz-Ando,2016,C
1794-7154,2382-3240,"Saber, Ciencia Y Libertad",2022,B
0041-9060,2011-1711,Vniversitas,2021,C
2215-8944,,Academia & Derecho,2015,B
1900-2386,,Psychologia. Avances De La Disciplina,2017,B
1794-161X,2389-7864,Revista Intropica,2022,C
0124-2059,2027-128X,Investigación En Enfermería :Imagen Y Desarrollo,2022,C
1909-2474,,Revista Luna Azul,2017,C
0121-4772,,Revista Cuadernos De Economía,2019,C
0120-3754,,Administración & Desarrollo,2015,C
2216-1473,,Revista Investigium Ire: Ciencias Sociales Y Humanas,2011,C
0120-3592,,Cuadernos De Administración,2015,A2
0124-6127,,Discusiones Filosóficas,2018,C
0121-7607,,Ambiente Y Desarrollo,2021,C
1692-5106,,Revista Ustasalud Odontología,2014,C
0120-159X,2256-5485,Revista Colombiana De Sociología,2021,C
0123-921X,,Tecnura,2020,B
0121-215X,,Cuadernos De Geografía,2020,B
0034-7450,,Revista Colombiana De Psiquiatría,2008,A1
0120-5323,2346-2426,Universitas Philosophica,2021,B
1657-9763,,Apuntes,2015,A2
1794-9831,,Ciencia Y Cuidado,2020,C
1900-0448,2500-5286,Iusta,2021,C
0120-3800,,Revista Interamericana De Psicología Ocupacional,2012,C
0124-4639,,Revista Universidad Y Empresa,2022,B
0120-0488,,Revista Colombiana De Entomología,2019,C
1692-7273,,Revista Ciencias De La Salud,2014,A2
0124-2121,,Educacion Y Humanismo,2019,B
1692-0279,,Ad-Minister Revista Escuela De Administración,2017,B
0120-3916,,Revista Colombiana De Educación,2020,B
1794-5887,2539-1208,Co-Herencia,2021,A2
0121-5612,,Colombia Internacional,2020,A1
1900-4699,,Revista Facultad De Ciencias Básicas,2018,C
1657-4249,,Uni-Pluriversidad,2020,C
0120-9957,,Revista Colombiana De Gastroenterología,2020,C
0124-0099,2619-4244,Dictamen Libre,2021,C
2248-7638,,Tecnura,2014,C
2027-3335,,Revista Comunicaciones En Estadística,2012,C
0124-0064,,Revista De Salud Pública,2020,C
0123-3068,,Boletín Científico Del Museo De Historia Natural,2015,A2
2145-2660,,Vitae,2011,A1
0120-5307,2216-0280,Investigación Y Educación En Enfermería,2022,B
0120-3045,,Maguaré,2013,B
1657-5997,,Aquichan,2019,C
2011-0413,,Revista Investigaciones Aplicadas,2016,C
0120-0739,,Colombia Forestal,2018,C
0120-9957,,Revista Colombiana De Gastroenterología,2019,C
1909-9851,,Puente Revista Científica,2016,C
1794-6670,,"Cuadernos De Música, Artes Visuales Y Artes Escénicas",2014,B
0121-8697,,Revista De Derecho,2015,A2
0124-2253,,Revista Científica,2015,B
1794-6638,,Ratio Juris,2012,C
0124-8170,,Ciencia E Ingeniería Neogranadina,2016,B
2145-6097,,Revista De Investigacion Agraria Ambiental,2015,B
0120-5307,,Investigación Y Educación En Enfermería,2016,A2
2011-3080,,Revista Ces Psicología,2016,A2
1909-2814,,Revista Q,2015,C
1909-0528,,Via Inveniendi Et Iudicandi Revista Virtual,2009,C
1692-715X,,"Revista Latinoamericana De Ciencias Sociales, Niñez Y Juventud",2018,B
2027-1174,2027-1182,Magis - Revista Internacional De Investigación En Educación,2021,C
0123-9392,2422-3794,Infectio,2021,B
0123-9155,1909-9711,Acta Colombiana De Psicología,2021,B
0120-0488,,Revista Colombiana De Entomología,2013,A1
0034-7418,,Revista Colombiana De Ciencias Químico Farmacéuticas,2014,A2
0120-548X,,Acta Biológica Colombiana,2013,A2
0121-4705,,Análisis Político,2009,A2
1657-0790,,Profile,2011,A2
0121-3261,,Investigación & Desarrollo,2006,C
0122-7483,,Universitas Scientiarum,2008,B
0121-8123,,Revista Colombiana De Reumatología,2006,A2
0366-5232,,Caldasia,2008,A2
0120-5307,,Investigación Y Educación En Enfermería,2005,B
0120-9957,,Revista Colombiana De Gastroenterología,2009,A2
0123-885X,,Revista De Estudios Sociales,2006,B
0123-885X,,Revista De Estudios Sociales,2010,A2
0120-4130,,Poligramas,2008,C
0122-1701,,Scientia Et Technica,2005,C
0123-7047,,Medunab,2004,C
0041-9095,,Universitas Médica,2008,B
0304-2847,,Revista Facultad Nacional De Agronomía - Medellín,2010,A2
0122-7238,,Revista Historia De La Educación Latinoamericana,2013,B
0041-9060,,Vniversitas,2007,B
0123-2126,,Ingeniería Y Universidad,2012,A2
0121-4381,,Suma Psicológica,2008,C
1657-9267,,Universitas Psychologica,2010,A1
0124-4035,,Desafíos,2014,A2
0123-4226,,Revista U.D.C.A. Actualidad & Divulgación Científica,2012,A2
0121-5051,,"Innovar, Revista De Ciencias Administrativas Y Sociales",2007,A2
0123-3033,,Ingeniería Y Competitividad,2007,B
0123-1294,,Educación Y Educadores,2012,A2
0120-4807,,Universitas Humanística,2006,C
0120-4807,,Universitas Humanística,2005,C
0123-5095,,Cuestiones De Filosofía,2005,C
0120-1867,,Estudios De Derecho,2013,B
0123-3068,,Boletín Científico Del Museo De Historia Natural,2010,A2
2011-0472,,Quaestiones Disputatae,2015,C
1692-1259,,Epsilon,2007,C
0123-3122,,Persona Y Bioética,2011,A2
0122-4409,,Papel Político,2012,A2
1794-2489,,Tabula Rasa,2008,B
1692-8415,,Revista Ciencia  Y Tecnología Para La Salud Visual Y Ocular,2011,C
1909-2474,,Revista Luna Azul,2013,A2
1692-3375,,Umbral Científico,2006,C
0012-7353,,Dyna,2010,A1
1692-3561,,Biotecnología En El Sector Agropecuario Y Agroindustrial,2011,A2
0121-3709,,Orinoquia,2013,A2
0123-5923,,Estudios Gerenciales,2005,B
0121-5612,,Colombia Internacional,2005,C
1794-5992,,Duazary,2011,C
1657-8031,,El Ágora Usb,2011,A2
0123-2576,,Medicina & Laboratorio,2013,B
0121-8123,,Revista Colombiana De Reumatología,2015,A2
0124-4361,,Memorias,2013,C
0120-6222,,Colombia Amazónica,2010,C
0123-4250,,Revista Medica Sanitas,2013,C
0123-1154,,Revista Ibero- Latinoamericana De Seguros,2008,C
0123-5095,,Cuestiones De Filosofía,2013,C
1657-9763,,Apuntes,2010,A2
0120-4645,,Cuadernos De Administración,2009,C
0123-921X,,Tecnura,2011,A2
0121-6538,,Ánfora,2011,C
1692-8857,,Eidos,2010,B
0120-789X,,Revista Urologia Colombiana,2009,B
2011-3188,,Dearquitectura,2012,B
1692-8571,,Justicia Juris,2013,B
1909-3888,,Nodo,2010,C
1657-6527,,"Fuentes, El Reventón Energético",2011,B
1692-1399,,Revista De Tecnología,2013,C
0120-0135,,Revista De Ciencias Agricolas,2013,C
0122-5197,,Memoria Y Sociedad,2015,B
0120-5587,,Lingüística Y Literatura,2010,C
0122-1108,,Pensamiento Jurídico,2010,C
0120-8411,,Acta De Otorrinolaringología & Cirugía De Cabeza Y Cuello,2015,C
2027-1174,,Magis - Revista Internacional De Investigación En Educación,2013,B
0124-4620,,Revista Colombiana De Filosofía De La Ciencia,2012,B
2011-804X,,"(Pensamiento), (Palabra) Y Obra",2011,B
1900-0448,,Iusta,2011,C
0120-7555,,Turismo Y Sociedad,2012,C
0121-053X,,Cuadernos De Lingüística Hispánica,2015,A2
1692-1879,,Revista Colombiana De Rehabilitacion,2013,B
1794-1180,,Escenarios,2013,C
1692-2484,,Revista Filosofía Uis,2014,B
0122-2066,,Anuario De Historia Regional Y De Las Fronteras,2010,C
2011-7922,,International Journal Of Psychological Research,2014,A2
2027-923X,,Elementos,2011,C
0123-8574,,Asfaltos Y Pavimentos,2014,C
2027-8918,,Revista Biodiversidad Tropical,2013,C
1692-3324,,Revista Ingenierías Universidad De Medellín,2011,A2
1692-3030,,Juridicas Cuc,2012,C
2145-2776,,Psicoespacios,2015,C
0120-0011,,Revista De La Facultad De Medicina De La Universidad Nacional De Colombia,2015,A2
,,Revista Digital De Derecho Administrativo,2015,C
2145-9932,,Revista Ces Salud Publica,2015,C
1794-4449,,Revista Lasallista De Investigación,2017,C
0124-5821,,Revista Virtual Universidad Católica Del Norte,2017,B
1657-9089,,Infancias Imágenes,2017,C
0121-8697,,Revista De Derecho,2017,B
1657-4583,,Uis Ingenierías,2018,C
1900-8260,,Revista De Educación En Ingeniería,2018,C
2145-3535,,Informes Psicológicos,2018,C
0121-6538,,Ánfora,2018,C
0120-1263,,Escritos,2018,C
0123-921X,2248-7638,Tecnura,2021,B
0562-5351,,Suelos Ecuatoriales,2013,C
0121-4772,,Revista Cuadernos De Economía,2016,A2
1900-3803,,Entramado,2018,B
0124-7972,,Holística Jurídica,2012,C
2145-2628,,Journal De Ciencia E Ingenieria,2019,C
1692-8261,,Prospectiva,2019,B
2027-8047,,Una Salud Revista Sapuvet De Salud Pública,2012,C
0121-053X,,Cuadernos De Lingüística Hispánica,2016,A2
2027-8101,,Cuaderno Activa,2016,C
0123-2592,,Dialéctica,2012,C
1909-9843,,Iter Ad Veritatem,2016,C
0120-2729,,Revista Colombiana De Cirugia Plastica Y Reconstructiva,2013,C
0123-2479,,Revista Del Instituto Colombiano De Derecho Procesal,2010,C
0121-4705,,Análisis Político,2019,A2
0124-4639,,Revista Universidad Y Empresa,2021,B
0123-921X,,Tecnura,2015,A2
0124-7255,,Dixi,2009,C
2011-9771,,Albertus Magnus,2016,C
0120-4173,,Revista De La Asociación Colombiana De Ciencias Biológicas,2012,C
0121-7550,2539-4762,Nomadas,2021,B
1794-6298,,Vox Populi- Revista De La Escuela De Finanzas Y Estudios Internacionales De La Fundación Universitaria San Martín (Sede Bogotá),2015,C
0120-3592,,Cuadernos De Administración,2017,B
0121-2494,,Pedagogía Y Saberes,2019,C
0121-3628,2256-358X,Estudios De Filosofía,2021,B
1657-9267,,Universitas Psychologica,2022,B
1657-463X,,Cultura Científica,2015,C
0124-2253,,Revista Científica,2007,C
0122-5197,,Memoria Y Sociedad,2017,B
0120-4807,,Universitas Humanística,2017,B
1657-8031,2665-3354,El Ágora Usb,2021,B
1900-2351,,Revista Politecnica,2016,B
0121-4004,,Vitae,2019,C
1909-941X,,Clio América,2017,C
2248-7638,,Tecnura,2015,C
0120-5498,,Medicina,2016,B
0124-7441,2590-4566,Justicia,2022,C
1794-192X,,Revista Guillermo De Ockman,2017,C
2011-804X,,"(Pensamiento), (Palabra) Y Obra",2015,B
1909-2458,2390-0504,Ingeniare,2021,C
0120-789X,,Revista Urologia Colombiana,2020,C
0122-9729,,Tendencias & Retos,2016,C
2145-7719,,Revista Ces Derecho,2016,C
2011-7485,,Psicología Desde El Caribe,2014,A1
1794-8886,,Memorias,2014,A2
1657-0111,,Palobra Palabra Que Obra,2010,C
0120-5323,,Universitas Philosophica,2016,A2
0124-0021,,Diálogos De Saberes,2014,C
0124-0137,,Revista Psicogente,2019,B
1657-9089,,Infancias Imágenes,2016,C
1900-6608,,Publicaciones E Investigación,2016,C
2346-3775,,Tropical Grasslands-Forrajes Tropicales,2019,C
0120-3886,,Revista Facultad De Derecho Y Ciencias Políticas,2017,B
1909-941X,,Clio América,2016,C
2215-7727,2215-7727,Cuadernos De Desarrollo Rural,2022,C
0122-7238,,Revista Historia De La Educación Latinoamericana,2020,B
2011-0472,,Quaestiones Disputatae,2016,C
0124-4035,,Desafíos,2020,C
1692-7427,,Revista Actividad Fisica Y Desarrollo Humano,2013,C
0120-100X,,Ion,2015,A2
0121-4705,,Análisis Político,2016,A2
1657-8236,,Gerencia Tecnológica Informática - Gti,2015,B
1794-3841,2422-409X,Hallazgos,2022,C
0120-1700,,Actualidades Pedagógicas,2015,C
1909-0528,,Via Inveniendi Et Iudicandi Revista Virtual,2020,C
0121-8417,,Revista Historia Y Sociedad,2015,A2
0124-7905,,Entornos,2012,C
0123-2126,2011-2769,Ingeniería Y Universidad,2022,C
1657-4206,,Ecos De Economía,2009,C
0123-7810,,Revista Odontos Odontologia Integral,2016,C
,,Ciencia Y Salud Virtual,2016,C
0123-3068,,Boletín Científico Del Museo De Historia Natural,2016,A2
0121-4772,,Revista Cuadernos De Economía,2018,B
2145-9371,,Ingenieria Y Desarrollo,2020,C
0120-6230,2422-2844,Revista Facultad De Ingeniería,2021,B
0121-1129,2357-5328,Revista Facultad De Ingeniería,2021,C
0034-7434,,Revista Colombiana De Obstetricia Y Ginecología,2015,A2
0122-7483,,Universitas Scientiarum,2007,C
0123-921X,,Tecnura,2006,C
0120-3630,,Boletín De Ciencias De La Tierra,2005,C
0120-4165,,Controversia,2007,C
0120-0011,,Revista De La Facultad De Medicina De La Universidad Nacional De Colombia,2004,C
0120-338X,,Forma Y Función,2011,A2
0120-2448,,Acta Médica Colombiana,2005,C
0122-3461,,Ingeniería & Desarrollo,2006,C
0124-4108,,Perspectivas En Nutrición Humana,2009,B
0120-159X,,Revista Colombiana De Sociología,2009,C
0123-4412,,Estudios De Literatura Colombiana,2004,C
0122-7238,,Revista Historia De La Educación Latinoamericana,2012,B
0120-131X,,Cuestiones Teológicas Y Filosóficas,2006,C
0120-0011,,Revista De La Facultad De Medicina De La Universidad Nacional De Colombia,2009,A2
0122-5383,,"Ct&F Ciencia, Tecnología Y Futuro",2004,B
1657-4583,,Uis Ingenierías,2008,C
0120-5609,,Ingeniería E Investigación,2005,C
1657-8236,,Gerencia Tecnológica Informática - Gti,2007,C
0121-4381,,Suma Psicológica,2012,B
1657-7558,,Oasis,2015,B
0124-8170,,Ciencia E Ingeniería Neogranadina,2010,B
0120-3053,,Apuntes Del Cenes,2009,C
0123-4412,,Estudios De Literatura Colombiana,2011,B
0123-9155,,Acta Colombiana De Psicología,2015,A1
0124-0579,,Estudios Socio-Jurídicos,2010,A2
0120-8160,,Revista Escuela De Administración De Negocios,2009,C
0120-2812,,Acta Agronómica,2013,A2
0121-750X,,Ingeniería,2007,C
0123-3068,,Boletín Científico Del Museo De Historia Natural,2007,B
0121-0793,,Iatreia,2006,B
0124-4639,,Revista Universidad Y Empresa,2007,C
0123-7047,,Medunab,2008,C
0124-0579,,Estudios Socio-Jurídicos,2012,A2
0121-5167,,Estudios Políticos,2010,A2
1794-6190,,Earth Sciences Research Journal,2007,B
0123-4471,,Revista Del Departamento De Antropología Y Sociología Facultad De Ciencias Jurídicas Y Sociales,2011,B
0120-5552,,Salud Uninorte,2007,B
0121-5469,,Revista Colombiana De Psicología,2012,A1
0123-3475,,Revista Colombiana De Biotecnología,2007,C
1657-4206,,Ecos De Economía,2010,C
0122-7017,,Enterese,2010,C
0124-7492,,Ingenium,2010,C
0120-0690,,Revista Colombiana De Ciencias Pecuarias,2014,A1
0120-3630,,Boletín De Ciencias De La Tierra,2010,B
1794-9165,,Ingeniería Y Ciencia,2012,A2
1692-5106,,Revista Ustasalud Odontología,2012,C
1794-192X,,Revista Guillermo De Ockman,2013,C
0122-056X,,Informador Tecnico,2014,C
0122-8803,,Historia Caribe,2013,B
0120-5609,,Ingeniería E Investigación,2014,A1
0123-3432,,Íkala,2011,A2
0122-820X,,Revista Respuestas,2006,C
1909-3063,,"Revista De Relaciones Internacionales, Estrategia Y Seguridad",2009,C
1900-9607,,Revista Ces Medicina Veterinaria Y Zootecnia,2013,A2
0121-117X,,Ensayos De Economía,2009,C
1900-5121,,Tipica: Boletin Electronico De Salud Escolar,2009,C
1900-2386,,Psychologia. Avances De La Disciplina,2009,C
1657-2513,,Revista Areté,2010,C
0123-4366,,Revista De Derecho Privado,2012,B
1900-2386,,Psychologia. Avances De La Disciplina,2014,A1
1794-3159,,Poliantea,2012,C
1657-9763,,Apuntes,2013,A2
0121-6538,,Ánfora,2015,C
1909-941X,,Clio América,2012,C
2011-4532,,Eleuthera,2010,C
0121-8417,,Revista Historia Y Sociedad,2009,B
0121-3261,,Investigación & Desarrollo,2008,B
0120-1468,,Franciscanum,2010,C
0120-1700,,Actualidades Pedagógicas,2013,C
0123-4366,,Revista De Derecho Privado,2014,B
0120-677X,,Educación Física Y Deporte,2014,B
